stkcd,year,ind
300270,2023,C39
300271,2011,I
300271,2012,I
300271,2013,I
300271,2014,I
300271,2015,I
300271,2016,I
300271,2017,I
300271,2018,I
300271,2019,I
300271,2020,I
300271,2021,I
300271,2022,I
300271,2023,I
300272,2011,C38
300272,2012,C38
300272,2013,C38
300272,2014,C38
300272,2015,C38
300272,2016,C38
300272,2017,C38
300272,2018,C38
300272,2019,C38
300272,2020,C38
300272,2021,C38
300272,2022,C38
300272,2023,C38
300273,2011,C35
300273,2012,C35
300273,2013,C35
300273,2014,C35
300273,2015,C35
300273,2016,C35
300273,2017,C35
300273,2018,C35
300273,2019,C35
300273,2020,C35
300273,2021,C35
300274,2011,C38
300274,2012,C38
300274,2013,C38
300274,2014,C38
300274,2015,C38
300274,2016,C38
300274,2017,C38
300274,2018,C38
300274,2019,C38
300274,2020,C38
300274,2021,C38
300274,2022,C38
300274,2023,C38
300275,2011,I
300275,2012,I
300275,2013,I
300275,2014,I
300275,2015,I
300275,2016,I
300275,2017,I
300275,2018,I
300275,2019,I
300275,2020,I
300275,2021,I
300275,2022,I
300275,2023,I
300276,2011,C35
300276,2012,C35
300276,2013,C35
300276,2014,C35
300276,2015,C35
300276,2016,C35
300276,2017,C35
300276,2018,C35
300276,2019,C35
300276,2020,C35
300276,2021,C35
300276,2022,C35
300276,2023,C35
300277,2011,I
300277,2012,I
300277,2013,I
300277,2014,I
300277,2015,I
300277,2016,I
300277,2017,I
300277,2018,I
300277,2019,I
300277,2020,I
300277,2021,I
300277,2022,I
300277,2023,I
300278,2011,C35
300278,2012,C35
300278,2013,C35
300278,2014,C35
300278,2015,C35
300278,2016,C35
300278,2017,C35
300278,2018,C35
300278,2019,C35
300278,2022,C35
300278,2023,C35
300279,2011,C39
300279,2012,C38
300279,2013,C38
300279,2014,C38
300279,2015,C38
300279,2016,C38
300279,2017,C38
300279,2018,C38
300279,2019,C38
300279,2020,C38
300279,2021,C38
300279,2022,C38
300279,2023,C38
300280,2011,C34
300280,2012,C34
300280,2013,C34
300280,2014,C34
300280,2015,C34
300280,2016,C34
300280,2017,C34
300280,2018,C34
300280,2019,C34
300280,2020,L
300280,2021,L
300280,2022,L
300280,2023,L
300281,2011,C35
300281,2012,C35
300281,2013,C35
300281,2014,C35
300281,2015,C35
300281,2016,C35
300281,2017,C35
300281,2018,C35
300281,2019,C35
300281,2020,C35
300281,2021,C35
300281,2022,C35
300281,2023,C35
300282,2011,C39
300282,2012,C39
300282,2013,C39
300282,2014,C39
300282,2015,C39
300282,2016,C39
300282,2017,C39
300282,2018,C39
300282,2019,C39
300282,2020,C39
300282,2021,C39
300283,2012,C38
300283,2013,C38
300283,2014,C38
300283,2015,C38
300283,2016,C38
300283,2017,C38
300283,2018,C38
300283,2019,C38
300283,2020,C38
300283,2021,C38
300283,2022,C38
300283,2023,C38
300284,2012,M
300284,2013,M
300284,2014,M
300284,2015,M
300284,2016,M
300284,2017,M
300284,2018,M
300284,2019,M
300284,2020,M
300284,2021,M
300284,2022,M
300284,2023,M
300285,2012,C26
300285,2013,C26
300285,2014,C26
300285,2015,C26
300285,2016,C26
300285,2017,C26
300285,2018,C26
300285,2019,C26
300285,2020,C26
300285,2021,C26
300285,2022,C26
300285,2023,C26
300286,2012,C40
300286,2013,C40
300286,2014,C40
300286,2015,C40
300286,2016,C40
300286,2017,C40
300286,2018,C40
300286,2019,C40
300286,2020,C40
300286,2021,C40
300286,2022,C40
300286,2023,C40
300287,2012,I
300287,2013,I
300287,2014,I
300287,2015,I
300287,2016,I
300287,2017,I
300287,2018,I
300287,2019,I
300287,2020,I
300287,2021,I
300287,2022,I
300287,2023,I
300288,2012,I
300288,2013,I
300288,2014,I
300288,2015,I
300288,2016,I
300288,2017,I
300288,2018,I
300288,2019,I
300288,2020,I
300288,2021,I
300288,2022,I
300288,2023,I
300289,2012,C27
300289,2013,C27
300289,2014,C27
300289,2015,C27
300289,2016,C27
300289,2017,C27
300289,2018,C27
300289,2019,C27
300289,2020,C27
300289,2021,C27
300289,2022,C27
300289,2023,C27
300290,2012,I
300290,2013,I
300290,2014,I
300290,2015,I
300290,2016,I
300290,2017,I
300290,2018,I
300290,2019,I
300290,2020,I
300290,2021,I
300290,2022,I
300290,2023,I
300291,2012,R
300291,2013,R
300291,2014,R
300291,2015,R
300291,2016,R
300291,2017,R
300291,2018,R
300291,2019,R
300291,2020,R
300291,2021,R
300291,2022,R
300291,2023,R
300292,2012,C39
300292,2013,C39
300292,2014,C39
300292,2015,C39
300292,2016,C39
300292,2017,C39
300292,2018,I
300292,2019,I
300292,2020,I
300292,2021,I
300292,2022,I
300292,2023,I
300293,2012,C35
300293,2013,C35
300293,2014,C35
300293,2015,C35
300293,2016,C35
300293,2017,C35
300293,2018,C35
300293,2019,C35
300293,2020,C35
300293,2021,C35
300293,2022,C35
300293,2023,C35
300294,2012,C27
300294,2013,C27
300294,2014,C27
300294,2015,C27
300294,2016,C27
300294,2017,C27
300294,2018,C27
300294,2019,C27
300294,2020,C27
300294,2021,C27
300294,2022,C27
300294,2023,C27
300295,2012,I
300295,2013,I
300295,2014,I
300295,2015,I
300295,2016,I
300295,2017,I
300295,2018,I
300295,2019,I
300295,2020,I
300295,2021,I
300295,2022,I
300295,2023,I
300296,2012,C39
300296,2013,C39
300296,2014,C39
300296,2015,C39
300296,2016,C39
300296,2017,C39
300296,2018,C39
300296,2019,C39
300296,2020,C39
300296,2021,C39
300296,2022,C39
300296,2023,C39
300297,2012,I
300297,2013,I
300297,2014,I
300297,2015,I
300297,2016,I
300297,2017,I
300297,2018,I
300297,2019,I
300297,2020,I
300297,2021,I
300298,2012,C35
300298,2013,C35
300298,2014,C35
300298,2015,C35
300298,2016,C35
300298,2017,C35
300298,2018,C35
300298,2019,C35
300298,2020,C35
300298,2021,C35
300298,2022,C35
300298,2023,C35
300299,2012,I
300299,2013,I
300299,2014,I
300299,2015,I
300299,2016,I
300299,2017,I
300299,2018,I
300299,2019,I
300299,2020,I
300299,2021,I
300299,2022,I
300299,2023,I
300300,2012,I
300300,2013,I
300300,2014,I
300300,2015,I
300300,2016,I
300300,2017,I
300300,2018,I
300300,2019,I
300300,2020,I
300300,2021,I
300300,2022,I
300300,2023,I
300301,2012,C39
300301,2013,C39
300301,2014,C39
300301,2015,C39
300301,2016,C39
300301,2017,C39
300301,2018,C39
300301,2019,C39
300301,2020,C39
300301,2021,C39
300302,2012,I
300302,2013,I
300302,2014,I
300302,2015,I
300302,2016,I
300302,2017,I
300302,2018,I
300302,2019,I
300302,2020,I
300302,2021,I
300302,2022,I
300302,2023,I
300303,2012,C39
300303,2013,C39
300303,2014,C39
300303,2015,C39
300303,2016,C39
300303,2017,C39
300303,2018,C39
300303,2019,C39
300303,2020,C39
300303,2021,C39
300303,2022,C39
300303,2023,C39
300304,2012,C36
300304,2013,C36
300304,2014,C36
300304,2015,C36
300304,2016,C36
300304,2017,C36
300304,2018,C36
300304,2019,C36
300304,2020,C36
300304,2021,C36
300304,2022,C36
300304,2023,C36
300305,2012,C29
300305,2013,C29
300305,2014,C29
300305,2015,C29
300305,2016,C29
300305,2017,C29
300305,2018,C29
300305,2019,C29
300305,2020,C29
300305,2021,C29
300305,2022,C29
300305,2023,C29
300306,2012,C40
300306,2013,C40
300306,2014,C40
300306,2015,C40
300306,2016,C40
300306,2017,C40
300306,2018,C40
300306,2019,C40
300306,2020,C40
300306,2021,C40
300306,2022,C40
300306,2023,C40
300307,2012,C35
300307,2013,C35
300307,2014,C35
300307,2015,C35
300307,2016,C35
300307,2017,C35
300307,2018,C35
300307,2019,C35
300307,2020,C35
300307,2021,C35
300307,2022,C35
300307,2023,C35
300308,2012,C35
300308,2013,C35
300308,2014,C35
300308,2015,C35
300308,2016,C35
300308,2017,C35
300308,2018,C39
300308,2019,C39
300308,2020,C39
300308,2021,C39
300308,2022,C39
300308,2023,C39
300309,2012,C35
300309,2013,C40
300309,2014,C40
300309,2015,C40
300309,2016,C40
300309,2017,C40
300310,2012,I
300310,2013,I
300310,2014,I
300310,2015,I
300310,2016,I
300310,2017,I
300310,2018,I
300310,2019,I
300310,2020,I
300310,2021,I
300310,2022,I
300310,2023,I
300311,2012,I
300311,2013,I
300311,2014,I
300311,2015,I
300311,2016,I
300311,2017,I
300311,2018,I
300311,2019,I
300311,2020,I
300311,2021,I
300311,2022,I
300311,2023,I
300312,2012,I
300312,2013,I
300312,2014,I
300312,2015,I
300312,2016,I
300312,2017,I
300312,2018,I
300312,2019,I
300313,2012,A
300313,2013,A
300313,2014,A
300313,2015,A
300313,2016,A
300313,2017,A
300313,2018,L
300313,2019,A
300313,2020,A
300314,2012,C35
300314,2013,C35
300314,2014,C35
300314,2015,C35
300314,2016,C35
300314,2017,C35
300314,2018,C35
300314,2019,C35
300314,2020,C35
300314,2021,C35
300314,2022,C35
300314,2023,C35
300315,2012,I
300315,2013,I
300315,2014,I
300315,2015,I
300315,2016,I
300315,2017,I
300315,2018,I
300315,2019,I
300315,2020,I
300315,2021,I
300315,2022,I
300315,2023,I
300316,2012,C35
300316,2013,C35
300316,2014,C35
300316,2015,C35
300316,2016,C35
300316,2017,C35
300316,2018,C35
300316,2019,C35
300316,2020,C35
300316,2021,C35
300316,2022,C35
300316,2023,C35
300317,2012,C38
300317,2013,C38
300317,2014,C38
300317,2015,C38
300317,2016,C38
300317,2017,C38
300317,2018,C38
300317,2019,C38
300317,2020,C38
300317,2021,C38
300317,2022,C38
300317,2023,C38
300318,2012,C35
300318,2013,C35
300318,2014,C35
300318,2015,C35
300318,2016,C35
300318,2017,C35
300318,2018,C35
300318,2019,C35
300318,2020,C35
300318,2021,C35
300318,2022,C35
300318,2023,C35
300319,2012,C39
300319,2013,C39
300319,2014,C39
300319,2015,C39
300319,2016,C39
300319,2017,C39
300319,2018,C39
300319,2019,C39
300319,2020,C39
300319,2021,C39
300319,2022,C39
300319,2023,C39
300320,2012,C29
300320,2013,C29
300320,2014,C29
300320,2015,C29
300320,2016,C29
300320,2017,C29
300320,2018,C29
300320,2019,C29
300320,2020,C29
300320,2021,C29
300320,2022,C29
300320,2023,C29
300321,2012,C29
300321,2013,C29
300321,2014,C29
300321,2015,C29
300321,2016,C29
300321,2017,C29
300321,2018,C29
300321,2019,C29
300321,2020,C29
300321,2021,C29
300321,2022,C29
300321,2023,C29
300322,2012,C39
300322,2013,C39
300322,2014,C39
300322,2015,C39
300322,2016,C39
300322,2017,C39
300322,2018,C39
300322,2019,C39
300322,2020,C39
300322,2021,C39
300322,2022,C39
300322,2023,C39
300323,2012,C39
300323,2013,C39
300323,2014,C39
300323,2015,C39
300323,2016,C39
300323,2017,C39
300323,2018,C39
300323,2019,C39
300323,2020,C39
300323,2021,C39
300323,2022,C39
300323,2023,C39
300324,2012,I
300324,2013,I
300324,2014,I
300324,2015,I
300324,2016,I
300324,2017,I
300324,2018,I
300324,2019,I
300324,2020,I
300324,2021,I
300324,2022,I
300324,2023,I
300325,2012,C29
300325,2013,C29
300325,2014,C29
300325,2015,C29
300325,2016,C29
300325,2017,C29
300325,2018,C29
300325,2019,C29
300325,2020,C29
300326,2012,C35
300326,2013,C35
300326,2014,C35
300326,2015,C35
300326,2016,C35
300326,2017,C35
300326,2018,C35
300326,2019,C35
300326,2020,C35
300326,2021,C35
300326,2022,C35
300326,2023,C35
300327,2012,C39
300327,2013,C39
300327,2014,C39
300327,2015,C39
300327,2016,C39
300327,2017,C39
300327,2018,C39
300327,2019,C39
300327,2020,C39
300327,2021,C39
300327,2022,C39
300327,2023,C39
300328,2012,C33
300328,2013,C33
300328,2014,C33
300328,2015,C33
300328,2016,C33
300328,2017,C33
300328,2018,C33
300328,2019,C33
300328,2020,C33
300328,2021,C33
300328,2022,C33
300328,2023,C33
300329,2012,C24
300329,2013,C24
300329,2014,C24
300329,2015,C24
300329,2016,C24
300329,2017,C24
300329,2018,C24
300329,2019,C24
300329,2020,C24
300329,2021,C24
300329,2022,C24
300329,2023,C24
300330,2012,I
300330,2013,I
300330,2014,I
300330,2015,I
300330,2016,I
300330,2017,I
300330,2018,I
300330,2019,I
300330,2020,I
300330,2021,I
300331,2012,C39
300331,2013,C39
300331,2014,C39
300331,2015,C39
300331,2016,C39
300331,2017,C39
300331,2018,C39
300331,2019,C39
300331,2020,C39
300331,2021,C39
300331,2022,C39
300331,2023,C39
300332,2012,M
300332,2013,M
300332,2014,M
300332,2015,D
300332,2016,D
300332,2017,D
300332,2018,D
300332,2019,D
300332,2020,D
300332,2021,D
300332,2022,D
300332,2023,D
300333,2012,I
300333,2013,I
300333,2014,I
300333,2015,I
300333,2016,I
300333,2017,I
300333,2018,I
300333,2019,I
300333,2020,I
300333,2021,I
300333,2022,I
300333,2023,I
300334,2012,C35
300334,2013,C35
300334,2014,C35
300334,2015,C35
300334,2016,C35
300334,2017,C35
300334,2018,C35
300334,2019,C35
300334,2020,C35
300334,2021,C35
300334,2022,C35
300334,2023,C35
300335,2012,D
300335,2013,D
300335,2014,D
300335,2015,D
300335,2016,D
300335,2017,D
300335,2018,D
300335,2019,D
300335,2020,D
300335,2021,D
300335,2022,D
300335,2023,D
300336,2012,R
300336,2013,R
300336,2014,R
300336,2015,R
300336,2016,R
300336,2017,R
300336,2018,R
300336,2019,R
300336,2020,R
300337,2012,C32
300337,2013,C32
300337,2014,C32
300337,2015,C32
300337,2016,C32
300337,2017,C32
300337,2018,C32
300337,2019,C32
300337,2020,C32
300337,2021,C32
300337,2022,C32
300337,2023,C32
300338,2012,C40
300338,2013,C40
300338,2014,C40
300338,2015,C40
300338,2016,C40
300338,2017,C40
300338,2018,C40
300338,2019,P
300338,2020,P
300338,2021,P
300339,2012,I
300339,2013,I
300339,2014,I
300339,2015,I
300339,2016,I
300339,2017,I
300339,2018,I
300339,2019,I
300339,2020,I
300339,2021,I
300339,2022,I
300339,2023,I
300340,2012,C39
300340,2013,C39
300340,2014,C39
300340,2015,C39
300340,2016,C39
300340,2017,C39
300340,2018,C39
300340,2019,C38
300340,2020,C38
300340,2021,C38
300340,2022,C38
300340,2023,C38
300341,2012,C38
300341,2013,C38
300341,2014,C38
300341,2015,C38
300341,2016,C38
300341,2017,C38
300341,2018,C38
300341,2019,C38
300341,2020,C38
300341,2021,C38
300341,2022,C38
300341,2023,C38
300342,2012,C38
300342,2013,C38
300342,2014,C38
300342,2015,C38
300342,2016,C38
300342,2017,C38
300342,2018,C38
300342,2019,C38
300342,2020,C38
300342,2021,C38
300342,2022,C38
300342,2023,C38
300343,2012,C26
300343,2013,C26
300343,2014,C26
300343,2015,C26
300343,2016,I
300343,2017,I
300343,2018,I
300343,2019,I
300343,2020,I
300343,2021,C26
300343,2022,C26
300343,2023,C26
300344,2012,C30
300344,2013,C30
300344,2014,C30
300344,2015,C30
300344,2016,C30
300344,2017,C30
300344,2018,C30
300344,2019,L
300344,2020,L
300344,2021,I
300344,2022,I
300344,2023,I
300345,2012,C33
300345,2013,C33
300345,2014,C33
300345,2015,C33
300345,2016,C33
300345,2017,C33
300345,2018,C33
300345,2019,C33
300345,2020,C33
300345,2021,C33
300345,2022,C33
300345,2023,C33
300346,2012,C39
300346,2013,C39
300346,2014,C39
300346,2015,C39
300346,2016,C39
300346,2017,C39
300346,2018,C39
300346,2019,C39
300346,2020,C39
300346,2021,C39
300346,2022,C39
300346,2023,C39
300347,2012,M
300347,2013,M
300347,2014,Q
300347,2015,Q
300347,2016,Q
300347,2017,Q
300347,2018,Q
300347,2019,Q
300347,2020,Q
300347,2021,M
300347,2022,M
300347,2023,M
300348,2012,I
300348,2013,I
300348,2014,I
300348,2015,I
300348,2016,I
300348,2017,I
300348,2018,I
300348,2019,I
300348,2020,I
300348,2021,I
300348,2022,I
300348,2023,I
300349,2012,C40
300349,2013,C40
300349,2014,C40
300349,2015,C40
300349,2016,C40
300349,2017,C40
300349,2018,I
300349,2019,I
300349,2020,I
300349,2021,I
300349,2022,I
300349,2023,I
300350,2012,G
300350,2013,G
300350,2014,G
300350,2015,G
300350,2016,G
300350,2017,I
300350,2018,I
300350,2019,I
300350,2020,I
300350,2021,I
300350,2022,I
300350,2023,I
300351,2012,C39
300351,2013,C39
300351,2014,C39
300351,2015,C39
300351,2016,C39
300351,2017,C39
300351,2018,C39
300351,2019,C39
300351,2020,C39
300351,2021,C39
300351,2022,C39
300351,2023,C39
300352,2012,I
300352,2013,I
300352,2014,I
300352,2015,I
300352,2016,I
300352,2017,I
300352,2018,I
300352,2019,I
300352,2020,I
300352,2021,I
300352,2022,I
300352,2023,I
300353,2012,C39
300353,2013,C39
300353,2014,C39
300353,2015,C39
300353,2016,C39
300353,2017,C39
300353,2018,C39
300353,2019,C39
300353,2020,C39
300353,2021,C39
300353,2022,C39
300353,2023,C39
300354,2012,C40
300354,2013,C40
300354,2014,C40
300354,2015,C40
300354,2016,C40
300354,2017,C40
300354,2018,C40
300354,2019,C40
300354,2020,C40
300354,2021,C40
300354,2022,C40
300354,2023,C40
300355,2012,E
300355,2013,E
300355,2014,E
300355,2015,E
300355,2016,E
300355,2017,N
300355,2018,N
300355,2019,N
300355,2020,N
300355,2021,N
300355,2022,N
300355,2023,N
300356,2012,C38
300356,2013,C38
300356,2014,C38
300356,2015,C38
300356,2016,C38
300356,2017,C38
300356,2018,C38
300356,2019,C38
300356,2020,C38
300357,2014,C27
300357,2015,C27
300357,2016,C27
300357,2017,C27
300357,2018,C27
300357,2019,C27
300357,2020,C27
300357,2021,C27
300357,2022,C27
300357,2023,C27
300358,2014,C35
300358,2015,C35
300358,2016,C35
300358,2017,C35
300358,2018,C35
300358,2019,C35
300358,2020,C35
300358,2021,C35
300358,2022,C35
300358,2023,C35
300359,2014,I
300359,2015,I
300359,2016,I
300359,2017,I
300359,2018,I
300359,2019,I
300359,2020,I
300359,2021,I
300359,2022,I
300359,2023,I
300360,2014,C40
300360,2015,C40
300360,2016,C40
300360,2017,C40
300360,2018,C40
300360,2019,C40
300360,2020,C40
300360,2021,C40
300360,2022,C40
300360,2023,C40
300362,2014,C34
300362,2015,C34
300362,2016,C34
300362,2017,C34
300362,2018,C34
300362,2020,C34
300363,2014,C27
300363,2015,C27
300363,2016,C27
300363,2017,C27
300363,2018,C27
300363,2019,C27
300363,2020,C27
300363,2021,C27
300363,2022,C27
300363,2023,C27
300364,2015,R
300364,2016,R
300364,2017,R
300364,2018,R
300364,2019,R
300364,2020,R
300364,2021,R
300364,2022,R
300364,2023,R
300365,2014,I
300365,2015,I
300365,2016,I
300365,2017,I
300365,2018,I
300365,2019,I
300365,2020,I
300365,2021,I
300365,2022,I
300365,2023,I
300366,2014,I
300366,2015,I
300366,2016,I
300366,2017,I
300366,2018,I
300366,2019,I
300366,2020,I
300366,2021,I
300366,2022,I
300366,2023,I
300367,2014,C39
300367,2015,C39
300367,2016,C39
300367,2017,C39
300367,2018,C39
300367,2019,C39
300368,2014,C35
300368,2015,C35
300368,2016,C35
300368,2017,C35
300368,2018,C35
300368,2019,C35
300368,2020,C35
300368,2021,C35
300368,2022,C35
300368,2023,C35
300369,2014,I
300369,2015,I
300369,2016,I
300369,2017,I
300369,2018,I
300369,2019,I
300369,2020,I
300369,2021,I
300369,2022,I
300369,2023,I
300370,2014,C40
300370,2015,C40
300370,2016,C40
300370,2017,C40
300370,2018,C40
300370,2019,C40
300370,2020,C40
300370,2023,C40
300371,2014,C40
300371,2015,C40
300371,2016,C40
300371,2017,C40
300371,2018,C40
300371,2019,C40
300371,2020,C40
300371,2021,C40
300371,2022,C40
300371,2023,C40
300372,2014,C38
300372,2015,C38
300372,2016,C38
300373,2014,C39
300373,2015,C39
300373,2016,C39
300373,2017,C39
300373,2018,C39
300373,2019,C39
300373,2020,C39
300373,2021,C39
300373,2022,C39
300373,2023,C39
300374,2015,C30
300374,2016,C30
300374,2017,C30
300374,2018,C30
300374,2019,C30
300374,2020,C30
300374,2021,C30
300374,2022,C30
300374,2023,C30
300375,2014,C29
300375,2015,C29
300375,2016,C29
300375,2017,C29
300375,2018,C29
300375,2019,C29
300375,2020,C29
300375,2021,C29
300375,2022,C29
300375,2023,C29
300376,2014,C38
300376,2015,C38
300376,2016,C38
300376,2017,C38
300376,2018,C38
300376,2019,C38
300376,2020,C38
300376,2021,C38
300376,2022,C38
300376,2023,C38
300377,2014,I
300377,2015,I
300377,2016,I
300377,2017,I
300377,2018,I
300377,2019,I
300377,2020,I
300377,2021,I
300377,2022,I
300377,2023,I
300378,2014,I
300378,2015,I
300378,2016,I
300378,2017,I
300378,2018,I
300378,2019,I
300378,2020,I
300378,2021,I
300378,2022,I
300378,2023,I
300379,2014,I
300379,2015,I
300379,2016,I
300379,2017,I
300379,2018,I
300379,2019,I
300379,2020,I
300379,2021,I
300379,2022,I
300379,2023,I
300380,2014,I
300380,2015,I
300380,2016,I
300380,2017,I
300380,2018,I
300380,2019,I
300380,2020,I
300380,2021,I
300380,2022,I
300380,2023,I
300381,2014,C14
300381,2015,C14
300381,2016,C14
300381,2017,C14
300381,2018,C14
300381,2019,C27
300381,2020,C27
300381,2021,C27
300381,2022,C27
300381,2023,C27
300382,2014,C35
300382,2015,C35
300382,2016,C35
300382,2017,C35
300382,2018,C35
300382,2019,C35
300382,2020,C35
300382,2021,C35
300382,2022,C35
300382,2023,C35
300383,2014,I
300383,2015,I
300383,2016,I
300383,2017,I
300383,2018,I
300383,2019,I
300383,2020,I
300383,2021,I
300383,2022,I
300383,2023,I
300384,2014,M
300384,2015,M
300384,2016,M
300384,2017,M
300384,2018,M
300384,2019,M
300384,2020,M
300384,2021,M
300384,2022,M
300384,2023,M
300385,2014,C35
300385,2015,C35
300385,2016,C35
300385,2017,C35
300385,2018,C35
300385,2019,C35
300385,2020,C35
300385,2021,C35
300385,2022,C35
300385,2023,C35
300386,2014,I
300386,2015,I
300386,2016,I
300386,2017,I
300386,2018,I
300386,2019,I
300386,2020,I
300386,2021,I
300386,2022,I
300386,2023,I
300387,2014,C26
300387,2015,C26
300387,2016,C26
300387,2017,C26
300387,2018,C26
300387,2019,C26
300387,2020,C26
300387,2021,C26
300387,2022,C26
300387,2023,C26
300388,2014,N
300388,2015,N
300388,2016,N
300388,2017,N
300388,2018,N
300388,2019,N
300388,2020,N
300388,2021,N
300388,2022,N
300388,2023,N
300389,2014,C39
300389,2015,C39
300389,2016,C39
300389,2017,C39
300389,2018,C39
300389,2019,C39
300389,2020,C39
300389,2021,C39
300389,2022,C39
300389,2023,C39
300390,2014,C39
300390,2015,C39
300390,2016,C39
300390,2017,C39
300390,2018,C39
300390,2019,C39
300390,2020,C39
300390,2021,C39
300390,2022,C39
300390,2023,C39
300391,2014,C34
300391,2015,C34
300391,2016,C34
300391,2017,C34
300391,2018,C38
300391,2019,C38
300391,2020,C38
300391,2021,C38
300391,2022,C38
300391,2023,C38
300392,2014,I
300392,2015,I
300392,2016,I
300392,2017,I
300392,2018,I
300392,2019,I
300392,2020,I
300392,2021,I
300393,2014,C41
300393,2015,C39
300393,2016,C39
300393,2017,C39
300393,2018,C39
300393,2019,C39
300393,2020,C39
300393,2021,C39
300393,2022,C39
300393,2023,C39
300394,2015,C39
300394,2016,C39
300394,2017,C39
300394,2018,C39
300394,2019,C39
300394,2020,C39
300394,2021,C39
300394,2022,C39
300394,2023,C39
300395,2014,C30
300395,2015,C30
300395,2016,C30
300395,2017,C30
300395,2018,C30
300395,2019,C30
300395,2020,C30
300395,2021,C30
300395,2022,C30
300395,2023,C30
300396,2014,C35
300396,2015,C35
300396,2016,C35
300396,2017,C35
300396,2018,C35
300396,2019,C35
300396,2020,C35
300396,2021,C35
300396,2022,C35
300396,2023,C35
300397,2014,C39
300397,2015,C39
300397,2016,C39
300397,2017,C39
300397,2018,C39
300397,2019,C39
300397,2020,C39
300397,2021,C39
300397,2022,C39
300397,2023,C39
300398,2014,C26
300398,2015,C26
300398,2016,C26
300398,2017,C26
300398,2018,C26
300398,2019,C26
300398,2020,C26
300398,2021,C26
300398,2022,C26
300398,2023,C26
300399,2014,I
300399,2015,I
300399,2016,I
300399,2017,I
300399,2018,I
300399,2019,I
300399,2020,I
300399,2021,I
300399,2022,I
300399,2023,I
300400,2014,C35
300400,2015,C35
300400,2016,C35
300400,2017,C35
300400,2018,C35
300400,2019,C35
300400,2020,C35
300400,2021,C35
300400,2022,C35
300400,2023,C35
300401,2014,C14
300401,2015,C14
300401,2016,C14
300401,2017,C14
300401,2018,C14
300401,2019,C14
300401,2020,C14
300401,2021,C14
300401,2022,C14
300401,2023,C14
300402,2014,C35
300402,2015,C35
300402,2016,C35
300402,2017,C35
300402,2018,C35
300402,2019,C35
300402,2020,C35
300402,2021,C35
300402,2022,C35
300402,2023,C35
300403,2014,C38
300403,2015,C38
300403,2016,C38
300403,2017,C38
300403,2018,C38
300403,2019,C38
300403,2020,C38
300403,2021,C38
300403,2022,C38
300403,2023,C38
300404,2015,M
300404,2016,M
300404,2017,M
300404,2018,M
300404,2019,M
300404,2020,M
300404,2021,M
300404,2022,M
300404,2023,M
300405,2014,C26
300405,2015,C26
300405,2016,C26
300405,2017,C26
300405,2018,C26
300405,2019,C26
300405,2020,C26
300405,2021,C26
300405,2022,C26
300405,2023,C26
300406,2014,C27
300406,2015,C27
300406,2016,C27
300406,2017,C27
300406,2018,C27
300406,2019,C27
300406,2020,C27
300406,2021,C27
300406,2022,C27
300406,2023,C27
300407,2014,C38
300407,2015,C38
300407,2016,C38
300407,2017,C38
300407,2018,C38
300407,2019,C38
300407,2020,C38
300407,2021,C38
300407,2022,C38
300407,2023,C38
300408,2014,C39
300408,2015,C39
300408,2016,C39
300408,2017,C39
300408,2018,C39
300408,2019,C39
300408,2020,C39
300408,2021,C39
300408,2022,C39
300408,2023,C39
300409,2014,C30
300409,2015,C30
300409,2016,C30
300409,2017,C30
300409,2018,C30
300409,2019,C30
300409,2020,C30
300409,2021,C38
300409,2022,C38
300409,2023,C38
300410,2014,C40
300410,2015,C40
300410,2016,C40
300410,2017,C40
300410,2018,C35
300410,2019,C35
300410,2020,C35
300410,2021,C35
300410,2022,C35
300410,2023,C35
300411,2014,C34
300411,2015,C34
300411,2016,C34
300411,2017,C34
300411,2018,C34
300411,2019,C34
300411,2020,C34
300411,2021,C34
300411,2022,C34
300411,2023,C34
300412,2014,C35
300412,2015,C35
300412,2016,C35
300412,2017,C35
300412,2018,C35
300412,2019,C35
300412,2020,C35
300412,2021,C35
300412,2022,C35
300412,2023,C35
300413,2015,F
300413,2016,F
300413,2017,F
300413,2018,R
300413,2019,R
300413,2020,R
300413,2021,R
300413,2022,R
300413,2023,R
300414,2015,C39
300414,2016,C39
300414,2017,C39
300414,2018,C39
300414,2019,C39
300414,2020,C39
300414,2021,C39
300414,2022,C39
300414,2023,C39
300415,2015,C35
300415,2016,C35
300415,2017,C35
300415,2018,C35
300415,2019,C35
300415,2020,C35
300415,2021,C35
300415,2022,C35
300415,2023,C35
300416,2015,C40
300416,2016,C40
300416,2017,C40
300416,2018,C40
300416,2019,C40
300416,2020,C40
300416,2021,M
300416,2022,M
300416,2023,M
300417,2015,C40
300417,2016,C40
300417,2017,C40
300417,2018,C40
300417,2019,C40
300417,2020,C40
300417,2021,C40
300417,2022,C40
300417,2023,C40
300418,2015,I
300418,2016,I
300418,2017,I
300418,2018,I
300418,2019,I
300418,2020,I
300418,2021,I
300418,2022,I
300418,2023,I
300419,2015,I
300419,2016,I
300419,2017,I
300419,2018,I
300419,2019,I
300419,2020,I
300419,2021,I
300419,2022,I
300419,2023,I
300420,2015,C34
300420,2016,C34
300420,2017,C34
300420,2018,C34
300420,2019,C34
300420,2020,C34
300420,2021,C34
300420,2022,C34
300420,2023,C34
300421,2015,C34
300421,2016,C34
300421,2017,C34
300421,2018,C34
300421,2019,C34
300421,2020,C34
300421,2021,C34
300421,2022,C34
